"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	357	10167970	3.5
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	2030	9720771	20.9
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	373	10351307	3.6
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	2170	9893607	21.9
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	457	10542288	4.3
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	2233	10070151	22.2
	"Georgia"	"13"	"1999"	"1999"	"Female"	"F"	186	4096031	4.5
	"Georgia"	"13"	"1999"	"1999"	"Male"	"M"	913	3949934	23.1
	"Georgia"	"13"	"2000"	"2000"	"Female"	"F"	190	4159340	4.6
	"Georgia"	"13"	"2000"	"2000"	"Male"	"M"	900	4027113	22.3
	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	185	4256162	4.3
	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	930	4120876	22.6
	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	174	4327934	4.0
	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	944	4180322	22.6
	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	195	4394952	4.4
	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	972	4227841	23.0
	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	180	4463524	4.0
	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	875	4305728	20.3
	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	173	4555263	3.8
	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	881	4370659	20.2
	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	183	4670606	3.9
	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	941	4485207	21.0
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	183	4777572	3.8
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	1051	4572416	23.0
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	221	4856984	4.6
	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	946	4647859	20.4
	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	219	4917756	4.5
	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	1018	4703090	21.6
	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	198	4958482	4.0
	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	1018	4729171	21.5
	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	214	5019295	4.3
	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	1004	4792315	21.0
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	244	5071773	4.8
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	1029	4842895	21.2
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	211	5112405	4.1
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	1037	4872533	21.3
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	235	5168814	4.5
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	1146	4918417	23.3
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	251	5229726	4.8
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	1181	4969672	23.8
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	241	5289906	4.6
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	1316	5020465	26.2
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	39	608470	6.4
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	45	608671	7.4
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	37	616759	6.0
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	30	623421	4.8
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	30	627401	4.8
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	35	636705	5.5
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	23	647916	3.5
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	26	657380	4.0
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	33	658490	5.0
	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	33	666900	4.9
	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	40	673642	5.9
	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	38	681243	5.6
	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	39	690287	5.6
	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	45	698169	6.4
	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	29	706217	4.1
	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	36	711442	5.1
	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	51	716044	7.1
	"Hawaii"	"15"	"2016"	"2016"	"Female"	"F"	13	710942	1.8 (Unreliable)
	"Hawaii"	"15"	"2016"	"2016"	"Male"	"M"	49	717615	6.8
	"Idaho"	"16"	"1999"	"1999"	"Female"	"F"	23	636798	3.6
	"Idaho"	"16"	"1999"	"1999"	"Male"	"M"	128	638876	20.0
	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	18	645293	2.8 (Unreliable)
	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	107	648660	16.5
	"Idaho"	"16"	"2001"	"2001"	"Female"	"F"	33	658043	5.0
	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	138	661919	20.8
	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	16	668686	2.4 (Unreliable)
	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	145	671686	21.6
	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	19	679877	2.8 (Unreliable)
	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	143	683503	20.9
	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	20	693186	2.9
	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	154	698616	22.0
	"Idaho"	"16"	"2005"	"2005"	"Female"	"F"	23	711983	3.2
	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	171	716258	23.9
	"Idaho"	"16"	"2006"	"2006"	"Female"	"F"	26	732104	3.6
	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	151	736565	20.5
	"Idaho"	"16"	"2007"	"2007"	"Female"	"F"	18	750127	2.4 (Unreliable)
	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	165	754978	21.9
	"Idaho"	"16"	"2008"	"2008"	"Female"	"F"	23	764792	3.0
	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	146	769528	19.0
	"Idaho"	"16"	"2009"	"2009"	"Female"	"F"	29	775398	3.7
	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	163	779041	20.9
	"Idaho"	"16"	"2010"	"2010"	"Female"	"F"	24	782258	3.1
	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	174	785324	22.2
	"Idaho"	"16"	"2011"	"2011"	"Female"	"F"	27	790665	3.4
	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	163	793478	20.5
	"Idaho"	"16"	"2012"	"2012"	"Female"	"F"	28	796679	3.5
	"Idaho"	"16"	"2012"	"2012"	"Male"	"M"	175	799232	21.9
	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	35	804442	4.4
	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	189	807569	23.4
	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	37	815040	4.5
	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	172	818492	21.0
	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	36	824551	4.4
	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	207	828277	25.0
	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	39	839608	4.6
	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	197	843532	23.4
	"Illinois"	"17"	"1999"	"1999"	"Female"	"F"	126	6313350	2.0
	"Illinois"	"17"	"1999"	"1999"	"Male"	"M"	1078	6045670	17.8
	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	110	6338957	1.7
	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	1016	6080336	16.7
	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	137	6370443	2.2
	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	1143	6118002	18.7
	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	117	6387897	1.8
	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	1108	6137659	18.1
	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	100	6402859	1.6
	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	1038	6153147	16.9
	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	114	6414209	1.8
	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	875	6175564	14.2
	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	114	6423831	1.8
	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	904	6186072	14.6
	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	99	6440022	1.5
	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	933	6203933	15.0
	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	102	6467577	1.6
	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	923	6228289	14.8
	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	95	6493537	1.5
	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	999	6253501	16.0
	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	102	6520723	1.6
	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	946	6276055	15.1
	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	97	6538356	1.5
	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	957	6292276	15.2
	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	96	6550437	1.5
	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	1001	6309575	15.9
	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	119	6554465	1.8
	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	1045	6316333	16.5
	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	122	6555899	1.9
	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	979	6323606	15.5
	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	110	6548836	1.7
	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	1059	6318708	16.8
	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	115	6531645	1.8
	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	1094	6307402	17.3
	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	136	6509748	2.1
	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	1338	6291791	21.3
	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	94	3083351	3.0
	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	578	2961618	19.5
	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	87	3098011	2.8
	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	575	2982474	19.3
	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	129	3120158	4.1
	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	597	3007602	19.8
	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	111	3133342	3.5
	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	606	3022625	20.0
	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	101	3152366	3.2
	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	586	3044272	19.2
	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	88	3168952	2.8
	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	543	3064055	17.7
	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	86	3191481	2.7
	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	609	3087135	19.7
	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	92	3218203	2.9
	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	642	3114466	20.6
	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	110	3241454	3.4
	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	555	3138145	17.7
	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	114	3263963	3.5
	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	602	3160843	19.0
	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	87	3281477	2.7
	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	644	3177848	20.3
	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	104	3294065	3.2
	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	600	3189737	18.8
	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	94	3309219	2.8
	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	534	3207261	16.6
	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	119	3318371	3.6
	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	668	3219372	20.7
	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	120	3333280	3.6
	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	722	3235822	22.3
	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	99	3345808	3.0
	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	710	3249425	21.9
	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	123	3353958	3.7
	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	711	3258810	21.8
	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	146	3363491	4.3
	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	840	3269562	25.7
	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	27	1488223	1.8
	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	171	1429411	12.0
	"Iowa"	"19"	"2000"	"2000"	"Female"	"F"	18	1490809	1.2 (Unreliable)
	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	170	1435515	11.8
	"Iowa"	"19"	"2001"	"2001"	"Female"	"F"	14	1492287	0.9 (Unreliable)
	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	174	1439710	12.1
	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	27	1491450	1.8
	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	168	1442784	11.6
	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	24	1493907	1.6
	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	182	1448092	12.6
	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	14	1498888	0.9 (Unreliable)
	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	175	1454747	12.0
	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	26	1503019	1.7
	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	172	1461435	11.8
	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	30	1511124	2.0
	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	163	1471520	11.1
	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	12	1518023	0.8 (Unreliable)
	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	142	1481189	9.6
	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	27	1525539	1.8
	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	195	1491195	13.1
	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	18	1532739	1.2 (Unreliable)
	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	173	1500131	11.5
	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	33	1538036	2.1
	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	180	1508319	11.9
	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	27	1545407	1.7
	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	192	1519816	12.6
	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	35	1550033	2.3
	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	181	1526277	11.9
	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	32	1556966	2.1
	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	219	1534964	14.3
	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	33	1564085	2.1
	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	202	1543945	13.1
	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	40	1570024	2.5
	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	204	1551973	13.1
	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	31	1575574	2.0
	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	256	1559119	16.4
	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	39	1356044	2.9
	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	229	1322294	17.3
	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	41	1359944	3.0
	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	258	1328474	19.4
	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	44	1365966	3.2
	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	221	1336196	16.5
	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	40	1371898	2.9
	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	228	1341637	17.0
	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	41	1377415	3.0
	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	257	1345589	19.1
	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	50	1382396	3.6
	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	242	1351977	17.9
	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	27	1387958	1.9
	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	228	1357341	16.8
	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	39	1394092	2.8
	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	252	1368839	18.4
	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	32	1405705	2.3
	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	256	1378080	18.6
	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	30	1415563	2.1
	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	245	1392513	17.6
	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	41	1428139	2.9
	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	259	1404565	18.4
	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	37	1437710	2.6
	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	255	1415408	18.0
	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	56	1445181	3.9
	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	267	1424322	18.7
	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	47	1451788	3.2
	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	325	1433474	22.7
	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	42	1454240	2.9
	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	286	1438581	19.9
	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	44	1456338	3.0
	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	275	1443022	19.1
	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	49	1459205	3.4
	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	276	1447516	19.1
	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	50	1459530	3.4
	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	331	1447759	22.9
	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	85	2056401	4.1
	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	438	1961652	22.3
	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	84	2066401	4.1
	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	458	1975368	23.2
	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	73	2076871	3.5
	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	447	1991261	22.4
	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	87	2087223	4.2
	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	456	2002652	22.8
	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	78	2102308	3.7
	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	477	2014862	23.7
	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	93	2112051	4.4
	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	455	2034050	22.4
	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	96	2129658	4.5
	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	447	2053084	21.8
	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	68	2149096	3.2
	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	459	2070143	22.2
	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	98	2164210	4.5
	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	513	2092462	24.5
	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	84	2183532	3.8
	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	492	2106346	23.4
	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	105	2193136	4.8
	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	451	2123938	21.2
	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	79	2204415	3.6
	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	472	2134952	22.1
	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	95	2219630	4.3
	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	513	2149724	23.9
	"Kentucky"	"21"	"2012"	"2012"	"Female"	"F"	116	2226118	5.2
	"Kentucky"	"21"	"2012"	"2012"	"Male"	"M"	530	2158681	24.6
	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	122	2232880	5.5
	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	496	2167597	22.9
	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	114	2239180	5.1
	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	515	2173877	23.7
	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	111	2244369	4.9
	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	573	2180242	26.3
	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	139	2250421	6.2
	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	618	2186553	28.3
	"Louisiana"	"22"	"1999"	"1999"	"Female"	"F"	126	2302744	5.5
	"Louisiana"	"22"	"1999"	"1999"	"Male"	"M"	648	2158067	30.0
	"Louisiana"	"22"	"2000"	"2000"	"Female"	"F"	110	2306073	4.8
	"Louisiana"	"22"	"2000"	"2000"	"Male"	"M"	677	2162903	31.3
	"Louisiana"	"22"	"2001"	"2001"	"Female"	"F"	121	2308063	5.2
	"Louisiana"	"22"	"2001"	"2001"	"Male"	"M"	658	2169812	30.3
	"Louisiana"	"22"	"2002"	"2002"	"Female"	"F"	126	2315524	5.4
	"Louisiana"	"22"	"2002"	"2002"	"Male"	"M"	743	2181743	34.1
	"Louisiana"	"22"	"2003"	"2003"	"Female"	"F"	118	2327153	5.1
	"Louisiana"	"22"	"2003"	"2003"	"Male"	"M"	723	2193889	33.0
	"Louisiana"	"22"	"2004"	"2004"	"Female"	"F"	121	2338753	5.2
	"Louisiana"	"22"	"2004"	"2004"	"Male"	"M"	778	2213485	35.1
	"Louisiana"	"22"	"2005"	"2005"	"Female"	"F"	132	2349441	5.6
	"Louisiana"	"22"	"2005"	"2005"	"Male"	"M"	718	2227187	32.2
	"Louisiana"	"22"	"2006"	"2006"	"Female"	"F"	124	2204072	5.6
	"Louisiana"	"22"	"2006"	"2006"	"Male"	"M"	704	2098593	33.5
	"Louisiana"	"22"	"2007"	"2007"	"Female"	"F"	128	2239125	5.7
	"Louisiana"	"22"	"2007"	"2007"	"Male"	"M"	738	2136456	34.5
	"Louisiana"	"22"	"2008"	"2008"	"Female"	"F"	126	2269630	5.6
	"Louisiana"	"22"	"2008"	"2008"	"Male"	"M"	696	2165956	32.1
	"Louisiana"	"22"	"2009"	"2009"	"Female"	"F"	117	2295199	5.1
	"Louisiana"	"22"	"2009"	"2009"	"Male"	"M"	690	2196449	31.4
	"Louisiana"	"22"	"2010"	"2010"	"Female"	"F"	123	2314080	5.3
	"Louisiana"	"22"	"2010"	"2010"	"Male"	"M"	740	2219292	33.3
	"Louisiana"	"22"	"2011"	"2011"	"Female"	"F"	142	2336046	6.1
	"Louisiana"	"22"	"2011"	"2011"	"Male"	"M"	721	2239358	32.2
	"Louisiana"	"22"	"2012"	"2012"	"Female"	"F"	135	2350568	5.7
	"Louisiana"	"22"	"2012"	"2012"	"Male"	"M"	707	2252861	31.4
	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	122	2362330	5.2
	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	758	2264072	33.5
	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	163	2373469	6.9
	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	728	2274411	32.0
	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	140	2384278	5.9
	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	808	2284682	35.4
	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	162	2392296	6.8
	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	823	2289370	35.9
	"Maine"	"23"	"1999"	"1999"	"Female"	"F"	18	650598	2.8 (Unreliable)
	"Maine"	"23"	"1999"	"1999"	"Male"	"M"	93	616210	15.1
	"Maine"	"23"	"2000"	"2000"	"Female"	"F"	14	654614	2.1 (Unreliable)
	"Maine"	"23"	"2000"	"2000"	"Male"	"M"	96	620309	15.5
	"Maine"	"23"	"2001"	"2001"	"Female"	"F"	16	659657	2.4 (Unreliable)
	"Maine"	"23"	"2001"	"2001"	"Male"	"M"	81	626035	12.9
	"Maine"	"23"	"2002"	"2002"	"Female"	"F"	11	664226	1.7 (Unreliable)
	"Maine"	"23"	"2002"	"2002"	"Male"	"M"	76	631734	12.0
	"Maine"	"23"	"2003"	"2003"	"Female"	"F"	11	668680	1.6 (Unreliable)
	"Maine"	"23"	"2003"	"2003"	"Male"	"M"	70	637833	11.0
	"Maine"	"23"	"2004"	"2004"	"Female"	"F"	13	671862	1.9 (Unreliable)
	"Maine"	"23"	"2004"	"2004"	"Male"	"M"	95	641826	14.8
	"Maine"	"23"	"2005"	"2005"	"Female"	"F"	11	674104	1.6 (Unreliable)
	"Maine"	"23"	"2005"	"2005"	"Male"	"M"	98	644683	15.2
	"Maine"	"23"	"2006"	"2006"	"Female"	"F"	17	676157	2.5 (Unreliable)
	"Maine"	"23"	"2006"	"2006"	"Male"	"M"	86	647462	13.3
	"Maine"	"23"	"2007"	"2007"	"Female"	"F"	12	677797	1.8 (Unreliable)
	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	94	649243	14.5
	"Maine"	"23"	"2008"	"2008"	"Female"	"F"	15	679413	2.2 (Unreliable)
	"Maine"	"23"	"2008"	"2008"	"Male"	"M"	104	651096	16.0
	"Maine"	"23"	"2009"	"2009"	"Female"	"F"	17	678694	2.5 (Unreliable)
	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	104	650896	16.0
