"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"2012"	"2012"	"Unintentional"	"1"	11	5189867	0.2 (Unreliable)
	"Colorado"	"08"	"2012"	"2012"	"Suicide"	"2"	533	5189867	10.3
	"Colorado"	"08"	"2012"	"2012"	"Homicide"	"3"	115	5189867	2.2
	"Colorado"	"08"	"2013"	"2013"	"Suicide"	"2"	489	5267603	9.3
	"Colorado"	"08"	"2013"	"2013"	"Homicide"	"3"	106	5267603	2.0
	"Colorado"	"08"	"2013"	"2013"	"Undetermined "	"4"	11	5267603	0.2 (Unreliable)
	"Colorado"	"08"	"2014"	"2014"	"Suicide"	"2"	539	5349648	10.1
	"Colorado"	"08"	"2014"	"2014"	"Homicide"	"3"	102	5349648	1.9
	"Colorado"	"08"	"2014"	"2014"	"Undetermined "	"4"	10	5349648	0.2 (Unreliable)
	"Colorado"	"08"	"2015"	"2015"	"Suicide"	"2"	541	5448819	9.9
	"Colorado"	"08"	"2015"	"2015"	"Homicide"	"3"	137	5448819	2.5
	"Colorado"	"08"	"2016"	"2016"	"Unintentional"	"1"	11	5540545	0.2 (Unreliable)
	"Colorado"	"08"	"2016"	"2016"	"Suicide"	"2"	613	5540545	11.1
	"Colorado"	"08"	"2016"	"2016"	"Homicide"	"3"	161	5540545	2.9
	"Connecticut"	"09"	"1999"	"1999"	"Suicide"	"2"	111	3386401	3.3
	"Connecticut"	"09"	"1999"	"1999"	"Homicide"	"3"	84	3386401	2.5
	"Connecticut"	"09"	"2000"	"2000"	"Suicide"	"2"	113	3405565	3.3
	"Connecticut"	"09"	"2000"	"2000"	"Homicide"	"3"	61	3405565	1.8
	"Connecticut"	"09"	"2001"	"2001"	"Suicide"	"2"	115	3432835	3.4
	"Connecticut"	"09"	"2001"	"2001"	"Homicide"	"3"	72	3432835	2.1
	"Connecticut"	"09"	"2002"	"2002"	"Suicide"	"2"	85	3458749	2.5
	"Connecticut"	"09"	"2002"	"2002"	"Homicide"	"3"	57	3458749	1.6
	"Connecticut"	"09"	"2003"	"2003"	"Suicide"	"2"	89	3484336	2.6
	"Connecticut"	"09"	"2003"	"2003"	"Homicide"	"3"	56	3484336	1.6
	"Connecticut"	"09"	"2004"	"2004"	"Suicide"	"2"	105	3496094	3.0
	"Connecticut"	"09"	"2004"	"2004"	"Homicide"	"3"	64	3496094	1.8
	"Connecticut"	"09"	"2005"	"2005"	"Suicide"	"2"	112	3506956	3.2
	"Connecticut"	"09"	"2005"	"2005"	"Homicide"	"3"	66	3506956	1.9
	"Connecticut"	"09"	"2006"	"2006"	"Suicide"	"2"	79	3517460	2.2
	"Connecticut"	"09"	"2006"	"2006"	"Homicide"	"3"	92	3517460	2.6
	"Connecticut"	"09"	"2007"	"2007"	"Suicide"	"2"	78	3527270	2.2
	"Connecticut"	"09"	"2007"	"2007"	"Homicide"	"3"	67	3527270	1.9
	"Connecticut"	"09"	"2008"	"2008"	"Suicide"	"2"	109	3545579	3.1
	"Connecticut"	"09"	"2008"	"2008"	"Homicide"	"3"	87	3545579	2.5
	"Connecticut"	"09"	"2009"	"2009"	"Suicide"	"2"	93	3561807	2.6
	"Connecticut"	"09"	"2009"	"2009"	"Homicide"	"3"	78	3561807	2.2
	"Connecticut"	"09"	"2010"	"2010"	"Suicide"	"2"	110	3574097	3.1
	"Connecticut"	"09"	"2010"	"2010"	"Homicide"	"3"	98	3574097	2.7
	"Connecticut"	"09"	"2011"	"2011"	"Suicide"	"2"	111	3589893	3.1
	"Connecticut"	"09"	"2011"	"2011"	"Homicide"	"3"	96	3589893	2.7
	"Connecticut"	"09"	"2012"	"2012"	"Suicide"	"2"	111	3593795	3.1
	"Connecticut"	"09"	"2012"	"2012"	"Homicide"	"3"	114	3593795	3.2
	"Connecticut"	"09"	"2013"	"2013"	"Suicide"	"2"	92	3596003	2.6
	"Connecticut"	"09"	"2013"	"2013"	"Homicide"	"3"	66	3596003	1.8
	"Connecticut"	"09"	"2014"	"2014"	"Suicide"	"2"	125	3591873	3.5
	"Connecticut"	"09"	"2014"	"2014"	"Homicide"	"3"	58	3591873	1.6
	"Connecticut"	"09"	"2015"	"2015"	"Suicide"	"2"	104	3584730	2.9
	"Connecticut"	"09"	"2015"	"2015"	"Homicide"	"3"	80	3584730	2.2
	"Connecticut"	"09"	"2016"	"2016"	"Suicide"	"2"	110	3576452	3.1
	"Connecticut"	"09"	"2016"	"2016"	"Homicide"	"3"	55	3576452	1.5
	"Delaware"	"10"	"1999"	"1999"	"Suicide"	"2"	44	774990	5.7
	"Delaware"	"10"	"1999"	"1999"	"Homicide"	"3"	18	774990	2.3 (Unreliable)
	"Delaware"	"10"	"2000"	"2000"	"Suicide"	"2"	40	783600	5.1
	"Delaware"	"10"	"2001"	"2001"	"Suicide"	"2"	53	795699	6.7
	"Delaware"	"10"	"2001"	"2001"	"Homicide"	"3"	19	795699	2.4 (Unreliable)
	"Delaware"	"10"	"2002"	"2002"	"Suicide"	"2"	38	806169	4.7
	"Delaware"	"10"	"2002"	"2002"	"Homicide"	"3"	28	806169	3.5
	"Delaware"	"10"	"2003"	"2003"	"Suicide"	"2"	42	818003	5.1
	"Delaware"	"10"	"2003"	"2003"	"Homicide"	"3"	18	818003	2.2 (Unreliable)
	"Delaware"	"10"	"2004"	"2004"	"Suicide"	"2"	45	830803	5.4
	"Delaware"	"10"	"2004"	"2004"	"Homicide"	"3"	27	830803	3.2
	"Delaware"	"10"	"2005"	"2005"	"Suicide"	"2"	42	845150	5.0
	"Delaware"	"10"	"2005"	"2005"	"Homicide"	"3"	33	845150	3.9
	"Delaware"	"10"	"2006"	"2006"	"Suicide"	"2"	42	859268	4.9
	"Delaware"	"10"	"2006"	"2006"	"Homicide"	"3"	34	859268	4.0
	"Delaware"	"10"	"2007"	"2007"	"Suicide"	"2"	46	871749	5.3
	"Delaware"	"10"	"2007"	"2007"	"Homicide"	"3"	30	871749	3.4
	"Delaware"	"10"	"2008"	"2008"	"Suicide"	"2"	41	883874	4.6
	"Delaware"	"10"	"2008"	"2008"	"Homicide"	"3"	54	883874	6.1
	"Delaware"	"10"	"2009"	"2009"	"Suicide"	"2"	38	891730	4.3
	"Delaware"	"10"	"2009"	"2009"	"Homicide"	"3"	36	891730	4.0
	"Delaware"	"10"	"2010"	"2010"	"Suicide"	"2"	43	897934	4.8
	"Delaware"	"10"	"2010"	"2010"	"Homicide"	"3"	45	897934	5.0
	"Delaware"	"10"	"2011"	"2011"	"Suicide"	"2"	46	907924	5.1
	"Delaware"	"10"	"2011"	"2011"	"Homicide"	"3"	31	907924	3.4
	"Delaware"	"10"	"2012"	"2012"	"Suicide"	"2"	46	916993	5.0
	"Delaware"	"10"	"2012"	"2012"	"Homicide"	"3"	46	916993	5.0
	"Delaware"	"10"	"2013"	"2013"	"Suicide"	"2"	60	925395	6.5
	"Delaware"	"10"	"2013"	"2013"	"Homicide"	"3"	38	925395	4.1
	"Delaware"	"10"	"2014"	"2014"	"Suicide"	"2"	59	934948	6.3
	"Delaware"	"10"	"2014"	"2014"	"Homicide"	"3"	38	934948	4.1
	"Delaware"	"10"	"2015"	"2015"	"Suicide"	"2"	55	944076	5.8
	"Delaware"	"10"	"2015"	"2015"	"Homicide"	"3"	53	944076	5.6
	"Delaware"	"10"	"2016"	"2016"	"Suicide"	"2"	65	952065	6.8
	"Delaware"	"10"	"2016"	"2016"	"Homicide"	"3"	44	952065	4.6
	"District of Columbia"	"11"	"1999"	"1999"	"Suicide"	"2"	13	570213	2.3 (Unreliable)
	"District of Columbia"	"11"	"1999"	"1999"	"Homicide"	"3"	145	570213	25.4
	"District of Columbia"	"11"	"2000"	"2000"	"Homicide"	"3"	138	572059	24.1
	"District of Columbia"	"11"	"2001"	"2001"	"Suicide"	"2"	21	574504	3.7
	"District of Columbia"	"11"	"2001"	"2001"	"Homicide"	"3"	141	574504	24.5
	"District of Columbia"	"11"	"2002"	"2002"	"Suicide"	"2"	13	573158	2.3 (Unreliable)
	"District of Columbia"	"11"	"2002"	"2002"	"Homicide"	"3"	176	573158	30.7
	"District of Columbia"	"11"	"2003"	"2003"	"Suicide"	"2"	10	568502	1.8 (Unreliable)
	"District of Columbia"	"11"	"2003"	"2003"	"Homicide"	"3"	156	568502	27.4
	"District of Columbia"	"11"	"2004"	"2004"	"Homicide"	"3"	137	567754	24.1
	"District of Columbia"	"11"	"2005"	"2005"	"Suicide"	"2"	10	567136	1.8 (Unreliable)
	"District of Columbia"	"11"	"2005"	"2005"	"Homicide"	"3"	142	567136	25.0
	"District of Columbia"	"11"	"2006"	"2006"	"Suicide"	"2"	10	570681	1.8 (Unreliable)
	"District of Columbia"	"11"	"2006"	"2006"	"Homicide"	"3"	120	570681	21.0
	"District of Columbia"	"11"	"2007"	"2007"	"Suicide"	"2"	10	574404	1.7 (Unreliable)
	"District of Columbia"	"11"	"2007"	"2007"	"Homicide"	"3"	129	574404	22.5
	"District of Columbia"	"11"	"2008"	"2008"	"Suicide"	"2"	12	580236	2.1 (Unreliable)
	"District of Columbia"	"11"	"2008"	"2008"	"Homicide"	"3"	122	580236	21.0
	"District of Columbia"	"11"	"2009"	"2009"	"Homicide"	"3"	104	592228	17.6
	"District of Columbia"	"11"	"2010"	"2010"	"Suicide"	"2"	13	601723	2.2 (Unreliable)
	"District of Columbia"	"11"	"2010"	"2010"	"Homicide"	"3"	84	601723	14.0
	"District of Columbia"	"11"	"2011"	"2011"	"Homicide"	"3"	77	620477	12.4
	"District of Columbia"	"11"	"2012"	"2012"	"Suicide"	"2"	10	635327	1.6 (Unreliable)
	"District of Columbia"	"11"	"2012"	"2012"	"Homicide"	"3"	55	635327	8.7
	"District of Columbia"	"11"	"2013"	"2013"	"Homicide"	"3"	61	649165	9.4
	"District of Columbia"	"11"	"2014"	"2014"	"Suicide"	"2"	14	659005	2.1 (Unreliable)
	"District of Columbia"	"11"	"2014"	"2014"	"Homicide"	"3"	67	659005	10.2
	"District of Columbia"	"11"	"2015"	"2015"	"Suicide"	"2"	11	670377	1.6 (Unreliable)
	"District of Columbia"	"11"	"2015"	"2015"	"Homicide"	"3"	105	670377	15.7
	"District of Columbia"	"11"	"2016"	"2016"	"Homicide"	"3"	98	681170	14.4
	"Florida"	"12"	"1999"	"1999"	"Unintentional"	"1"	14	15759421	0.1 (Unreliable)
	"Florida"	"12"	"1999"	"1999"	"Suicide"	"2"	1136	15759421	7.2
	"Florida"	"12"	"1999"	"1999"	"Homicide"	"3"	545	15759421	3.5
	"Florida"	"12"	"1999"	"1999"	"Undetermined "	"4"	14	15759421	0.1 (Unreliable)
	"Florida"	"12"	"2000"	"2000"	"Unintentional"	"1"	13	15982378	0.1 (Unreliable)
	"Florida"	"12"	"2000"	"2000"	"Suicide"	"2"	1186	15982378	7.4
	"Florida"	"12"	"2000"	"2000"	"Homicide"	"3"	467	15982378	2.9
	"Florida"	"12"	"2000"	"2000"	"Undetermined "	"4"	11	15982378	0.1 (Unreliable)
	"Florida"	"12"	"2001"	"2001"	"Unintentional"	"1"	23	16356966	0.1
	"Florida"	"12"	"2001"	"2001"	"Suicide"	"2"	1197	16356966	7.3
	"Florida"	"12"	"2001"	"2001"	"Homicide"	"3"	573	16356966	3.5
	"Florida"	"12"	"2001"	"2001"	"Undetermined "	"4"	14	16356966	0.1 (Unreliable)
	"Florida"	"12"	"2002"	"2002"	"Unintentional"	"1"	26	16689370	0.2
	"Florida"	"12"	"2002"	"2002"	"Suicide"	"2"	1205	16689370	7.2
	"Florida"	"12"	"2002"	"2002"	"Homicide"	"3"	635	16689370	3.8
	"Florida"	"12"	"2003"	"2003"	"Unintentional"	"1"	27	17004085	0.2
	"Florida"	"12"	"2003"	"2003"	"Suicide"	"2"	1242	17004085	7.3
	"Florida"	"12"	"2003"	"2003"	"Homicide"	"3"	660	17004085	3.9
	"Florida"	"12"	"2004"	"2004"	"Unintentional"	"1"	21	17415318	0.1
	"Florida"	"12"	"2004"	"2004"	"Suicide"	"2"	1197	17415318	6.9
	"Florida"	"12"	"2004"	"2004"	"Homicide"	"3"	647	17415318	3.7
	"Florida"	"12"	"2004"	"2004"	"Undetermined "	"4"	14	17415318	0.1 (Unreliable)
	"Florida"	"12"	"2005"	"2005"	"Unintentional"	"1"	23	17842038	0.1
	"Florida"	"12"	"2005"	"2005"	"Suicide"	"2"	1163	17842038	6.5
	"Florida"	"12"	"2005"	"2005"	"Homicide"	"3"	631	17842038	3.5
	"Florida"	"12"	"2006"	"2006"	"Unintentional"	"1"	25	18166990	0.1
	"Florida"	"12"	"2006"	"2006"	"Suicide"	"2"	1227	18166990	6.8
	"Florida"	"12"	"2006"	"2006"	"Homicide"	"3"	803	18166990	4.4
	"Florida"	"12"	"2006"	"2006"	"Undetermined "	"4"	10	18166990	0.1 (Unreliable)
	"Florida"	"12"	"2007"	"2007"	"Unintentional"	"1"	16	18367842	0.1 (Unreliable)
	"Florida"	"12"	"2007"	"2007"	"Suicide"	"2"	1284	18367842	7.0
	"Florida"	"12"	"2007"	"2007"	"Homicide"	"3"	935	18367842	5.1
	"Florida"	"12"	"2007"	"2007"	"Undetermined "	"4"	16	18367842	0.1 (Unreliable)
	"Florida"	"12"	"2008"	"2008"	"Unintentional"	"1"	21	18527305	0.1
	"Florida"	"12"	"2008"	"2008"	"Suicide"	"2"	1397	18527305	7.5
	"Florida"	"12"	"2008"	"2008"	"Homicide"	"3"	886	18527305	4.8
	"Florida"	"12"	"2008"	"2008"	"Undetermined "	"4"	12	18527305	0.1 (Unreliable)
	"Florida"	"12"	"2009"	"2009"	"Unintentional"	"1"	23	18652644	0.1
	"Florida"	"12"	"2009"	"2009"	"Suicide"	"2"	1472	18652644	7.9
	"Florida"	"12"	"2009"	"2009"	"Homicide"	"3"	804	18652644	4.3
	"Florida"	"12"	"2010"	"2010"	"Unintentional"	"1"	15	18801310	0.1 (Unreliable)
	"Florida"	"12"	"2010"	"2010"	"Suicide"	"2"	1454	18801310	7.7
	"Florida"	"12"	"2010"	"2010"	"Homicide"	"3"	767	18801310	4.1
	"Florida"	"12"	"2010"	"2010"	"Undetermined "	"4"	15	18801310	0.1 (Unreliable)
	"Florida"	"12"	"2011"	"2011"	"Unintentional"	"1"	30	19096952	0.2
	"Florida"	"12"	"2011"	"2011"	"Suicide"	"2"	1490	19096952	7.8
	"Florida"	"12"	"2011"	"2011"	"Homicide"	"3"	817	19096952	4.3
	"Florida"	"12"	"2011"	"2011"	"Undetermined "	"4"	18	19096952	0.1 (Unreliable)
	"Florida"	"12"	"2012"	"2012"	"Unintentional"	"1"	22	19344156	0.1
	"Florida"	"12"	"2012"	"2012"	"Suicide"	"2"	1550	19344156	8.0
	"Florida"	"12"	"2012"	"2012"	"Homicide"	"3"	862	19344156	4.5
	"Florida"	"12"	"2012"	"2012"	"Undetermined "	"4"	15	19344156	0.1 (Unreliable)
	"Florida"	"12"	"2013"	"2013"	"Unintentional"	"1"	22	19582022	0.1
	"Florida"	"12"	"2013"	"2013"	"Suicide"	"2"	1566	19582022	8.0
	"Florida"	"12"	"2013"	"2013"	"Homicide"	"3"	816	19582022	4.2
	"Florida"	"12"	"2013"	"2013"	"Undetermined "	"4"	11	19582022	0.1 (Unreliable)
	"Florida"	"12"	"2014"	"2014"	"Unintentional"	"1"	29	19888741	0.1
	"Florida"	"12"	"2014"	"2014"	"Suicide"	"2"	1538	19888741	7.7
	"Florida"	"12"	"2014"	"2014"	"Homicide"	"3"	818	19888741	4.1
	"Florida"	"12"	"2015"	"2015"	"Unintentional"	"1"	30	20244914	0.1
	"Florida"	"12"	"2015"	"2015"	"Suicide"	"2"	1630	20244914	8.1
	"Florida"	"12"	"2015"	"2015"	"Homicide"	"3"	880	20244914	4.3
	"Florida"	"12"	"2016"	"2016"	"Unintentional"	"1"	13	20612439	0.1 (Unreliable)
	"Florida"	"12"	"2016"	"2016"	"Suicide"	"2"	1672	20612439	8.1
	"Florida"	"12"	"2016"	"2016"	"Homicide"	"3"	992	20612439	4.8
	"Florida"	"12"	"2016"	"2016"	"Undetermined "	"4"	13	20612439	0.1 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"Unintentional"	"1"	18	8045965	0.2 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"Suicide"	"2"	628	8045965	7.8
	"Georgia"	"13"	"1999"	"1999"	"Homicide"	"3"	438	8045965	5.4
	"Georgia"	"13"	"1999"	"1999"	"Undetermined "	"4"	15	8045965	0.2 (Unreliable)
	"Georgia"	"13"	"2000"	"2000"	"Unintentional"	"1"	39	8186453	0.5
	"Georgia"	"13"	"2000"	"2000"	"Suicide"	"2"	588	8186453	7.2
	"Georgia"	"13"	"2000"	"2000"	"Homicide"	"3"	442	8186453	5.4
	"Georgia"	"13"	"2000"	"2000"	"Undetermined "	"4"	21	8186453	0.3
	"Georgia"	"13"	"2001"	"2001"	"Unintentional"	"1"	23	8377038	0.3
	"Georgia"	"13"	"2001"	"2001"	"Suicide"	"2"	626	8377038	7.5
	"Georgia"	"13"	"2001"	"2001"	"Homicide"	"3"	454	8377038	5.4
	"Georgia"	"13"	"2001"	"2001"	"Undetermined "	"4"	12	8377038	0.1 (Unreliable)
	"Georgia"	"13"	"2002"	"2002"	"Unintentional"	"1"	19	8508256	0.2 (Unreliable)
	"Georgia"	"13"	"2002"	"2002"	"Suicide"	"2"	614	8508256	7.2
	"Georgia"	"13"	"2002"	"2002"	"Homicide"	"3"	477	8508256	5.6
	"Georgia"	"13"	"2003"	"2003"	"Unintentional"	"1"	12	8622793	0.1 (Unreliable)
	"Georgia"	"13"	"2003"	"2003"	"Suicide"	"2"	656	8622793	7.6
	"Georgia"	"13"	"2003"	"2003"	"Homicide"	"3"	493	8622793	5.7
	"Georgia"	"13"	"2004"	"2004"	"Unintentional"	"1"	24	8769252	0.3
	"Georgia"	"13"	"2004"	"2004"	"Suicide"	"2"	605	8769252	6.9
	"Georgia"	"13"	"2004"	"2004"	"Homicide"	"3"	419	8769252	4.8
	"Georgia"	"13"	"2005"	"2005"	"Unintentional"	"1"	16	8925922	0.2 (Unreliable)
	"Georgia"	"13"	"2005"	"2005"	"Suicide"	"2"	590	8925922	6.6
	"Georgia"	"13"	"2005"	"2005"	"Homicide"	"3"	439	8925922	4.9
	"Georgia"	"13"	"2006"	"2006"	"Unintentional"	"1"	20	9155813	0.2
	"Georgia"	"13"	"2006"	"2006"	"Suicide"	"2"	600	9155813	6.6
	"Georgia"	"13"	"2006"	"2006"	"Homicide"	"3"	495	9155813	5.4
	"Georgia"	"13"	"2007"	"2007"	"Unintentional"	"1"	25	9349988	0.3
	"Georgia"	"13"	"2007"	"2007"	"Suicide"	"2"	641	9349988	6.9
	"Georgia"	"13"	"2007"	"2007"	"Homicide"	"3"	557	9349988	6.0
	"Georgia"	"13"	"2007"	"2007"	"Undetermined "	"4"	11	9349988	0.1 (Unreliable)
	"Georgia"	"13"	"2008"	"2008"	"Unintentional"	"1"	31	9504843	0.3
	"Georgia"	"13"	"2008"	"2008"	"Suicide"	"2"	616	9504843	6.5
	"Georgia"	"13"	"2008"	"2008"	"Homicide"	"3"	515	9504843	5.4
	"Georgia"	"13"	"2009"	"2009"	"Unintentional"	"1"	27	9620846	0.3
	"Georgia"	"13"	"2009"	"2009"	"Suicide"	"2"	743	9620846	7.7
	"Georgia"	"13"	"2009"	"2009"	"Homicide"	"3"	456	9620846	4.7
	"Georgia"	"13"	"2009"	"2009"	"Undetermined "	"4"	11	9620846	0.1 (Unreliable)
	"Georgia"	"13"	"2010"	"2010"	"Unintentional"	"1"	42	9687653	0.4
	"Georgia"	"13"	"2010"	"2010"	"Suicide"	"2"	718	9687653	7.4
	"Georgia"	"13"	"2010"	"2010"	"Homicide"	"3"	443	9687653	4.6
	"Georgia"	"13"	"2010"	"2010"	"Undetermined "	"4"	13	9687653	0.1 (Unreliable)
	"Georgia"	"13"	"2011"	"2011"	"Unintentional"	"1"	27	9811610	0.3
	"Georgia"	"13"	"2011"	"2011"	"Suicide"	"2"	742	9811610	7.6
	"Georgia"	"13"	"2011"	"2011"	"Homicide"	"3"	439	9811610	4.5
	"Georgia"	"13"	"2011"	"2011"	"Undetermined "	"4"	10	9811610	0.1 (Unreliable)
	"Georgia"	"13"	"2012"	"2012"	"Unintentional"	"1"	36	9914668	0.4
	"Georgia"	"13"	"2012"	"2012"	"Suicide"	"2"	750	9914668	7.6
	"Georgia"	"13"	"2012"	"2012"	"Homicide"	"3"	481	9914668	4.9
	"Georgia"	"13"	"2013"	"2013"	"Unintentional"	"1"	24	9984938	0.2
	"Georgia"	"13"	"2013"	"2013"	"Suicide"	"2"	747	9984938	7.5
	"Georgia"	"13"	"2013"	"2013"	"Homicide"	"3"	472	9984938	4.7
	"Georgia"	"13"	"2014"	"2014"	"Unintentional"	"1"	29	10087231	0.3
	"Georgia"	"13"	"2014"	"2014"	"Suicide"	"2"	841	10087231	8.3
	"Georgia"	"13"	"2014"	"2014"	"Homicide"	"3"	506	10087231	5.0
	"Georgia"	"13"	"2015"	"2015"	"Unintentional"	"1"	21	10199398	0.2
	"Georgia"	"13"	"2015"	"2015"	"Suicide"	"2"	823	10199398	8.1
	"Georgia"	"13"	"2015"	"2015"	"Homicide"	"3"	584	10199398	5.7
	"Georgia"	"13"	"2016"	"2016"	"Unintentional"	"1"	21	10310371	0.2
	"Georgia"	"13"	"2016"	"2016"	"Suicide"	"2"	871	10310371	8.4
	"Georgia"	"13"	"2016"	"2016"	"Homicide"	"3"	653	10310371	6.3
	"Georgia"	"13"	"2016"	"2016"	"Undetermined "	"4"	12	10310371	0.1 (Unreliable)
	"Hawaii"	"15"	"1999"	"1999"	"Suicide"	"2"	23	1210300	1.9
	"Hawaii"	"15"	"1999"	"1999"	"Homicide"	"3"	19	1210300	1.6 (Unreliable)
	"Hawaii"	"15"	"2000"	"2000"	"Suicide"	"2"	37	1211537	3.1
	"Hawaii"	"15"	"2001"	"2001"	"Suicide"	"2"	31	1225948	2.5
	"Hawaii"	"15"	"2002"	"2002"	"Suicide"	"2"	21	1239613	1.7
	"Hawaii"	"15"	"2002"	"2002"	"Homicide"	"3"	15	1239613	1.2 (Unreliable)
	"Hawaii"	"15"	"2003"	"2003"	"Suicide"	"2"	24	1251154	1.9
	"Hawaii"	"15"	"2003"	"2003"	"Homicide"	"3"	10	1251154	0.8 (Unreliable)
	"Hawaii"	"15"	"2004"	"2004"	"Suicide"	"2"	31	1273569	2.4
	"Hawaii"	"15"	"2005"	"2005"	"Suicide"	"2"	22	1292729	1.7
	"Hawaii"	"15"	"2006"	"2006"	"Suicide"	"2"	21	1309731	1.6
	"Hawaii"	"15"	"2007"	"2007"	"Suicide"	"2"	27	1315675	2.1
	"Hawaii"	"15"	"2008"	"2008"	"Suicide"	"2"	28	1332213	2.1
	"Hawaii"	"15"	"2008"	"2008"	"Homicide"	"3"	11	1332213	0.8 (Unreliable)
	"Hawaii"	"15"	"2009"	"2009"	"Suicide"	"2"	36	1346717	2.7
	"Hawaii"	"15"	"2009"	"2009"	"Homicide"	"3"	10	1346717	0.7 (Unreliable)
	"Hawaii"	"15"	"2010"	"2010"	"Suicide"	"2"	37	1360301	2.7
	"Hawaii"	"15"	"2011"	"2011"	"Suicide"	"2"	42	1377864	3.0
	"Hawaii"	"15"	"2012"	"2012"	"Suicide"	"2"	43	1391820	3.1
	"Hawaii"	"15"	"2013"	"2013"	"Suicide"	"2"	28	1406481	2.0
	"Hawaii"	"15"	"2014"	"2014"	"Suicide"	"2"	33	1416349	2.3
	"Hawaii"	"15"	"2015"	"2015"	"Suicide"	"2"	44	1425157	3.1
	"Hawaii"	"15"	"2016"	"2016"	"Suicide"	"2"	37	1428557	2.6
	"Hawaii"	"15"	"2016"	"2016"	"Homicide"	"3"	22	1428557	1.5
	"Idaho"	"16"	"1999"	"1999"	"Suicide"	"2"	125	1275674	9.8
	"Idaho"	"16"	"1999"	"1999"	"Homicide"	"3"	16	1275674	1.3 (Unreliable)
	"Idaho"	"16"	"2000"	"2000"	"Suicide"	"2"	107	1293953	8.3
	"Idaho"	"16"	"2000"	"2000"	"Homicide"	"3"	14	1293953	1.1 (Unreliable)
	"Idaho"	"16"	"2001"	"2001"	"Suicide"	"2"	136	1319962	10.3
	"Idaho"	"16"	"2001"	"2001"	"Homicide"	"3"	25	1319962	1.9
	"Idaho"	"16"	"2002"	"2002"	"Suicide"	"2"	137	1340372	10.2
	"Idaho"	"16"	"2002"	"2002"	"Homicide"	"3"	15	1340372	1.1 (Unreliable)
	"Idaho"	"16"	"2003"	"2003"	"Suicide"	"2"	137	1363380	10.0
	"Idaho"	"16"	"2003"	"2003"	"Homicide"	"3"	19	1363380	1.4 (Unreliable)
	"Idaho"	"16"	"2004"	"2004"	"Suicide"	"2"	151	1391802	10.8
	"Idaho"	"16"	"2004"	"2004"	"Homicide"	"3"	16	1391802	1.1 (Unreliable)
	"Idaho"	"16"	"2005"	"2005"	"Suicide"	"2"	160	1428241	11.2
	"Idaho"	"16"	"2005"	"2005"	"Homicide"	"3"	28	1428241	2.0
	"Idaho"	"16"	"2006"	"2006"	"Suicide"	"2"	145	1468669	9.9
	"Idaho"	"16"	"2006"	"2006"	"Homicide"	"3"	24	1468669	1.6
	"Idaho"	"16"	"2007"	"2007"	"Suicide"	"2"	147	1505105	9.8
	"Idaho"	"16"	"2007"	"2007"	"Homicide"	"3"	29	1505105	1.9
	"Idaho"	"16"	"2008"	"2008"	"Suicide"	"2"	149	1534320	9.7
	"Idaho"	"16"	"2008"	"2008"	"Homicide"	"3"	13	1534320	0.8 (Unreliable)
	"Idaho"	"16"	"2009"	"2009"	"Suicide"	"2"	176	1554439	11.3
	"Idaho"	"16"	"2009"	"2009"	"Homicide"	"3"	10	1554439	0.6 (Unreliable)
	"Idaho"	"16"	"2010"	"2010"	"Suicide"	"2"	182	1567582	11.6
	"Idaho"	"16"	"2010"	"2010"	"Homicide"	"3"	12	1567582	0.8 (Unreliable)
	"Idaho"	"16"	"2011"	"2011"	"Suicide"	"2"	167	1584143	10.5
	"Idaho"	"16"	"2011"	"2011"	"Homicide"	"3"	16	1584143	1.0 (Unreliable)
	"Idaho"	"16"	"2012"	"2012"	"Suicide"	"2"	176	1595911	11.0
	"Idaho"	"16"	"2012"	"2012"	"Homicide"	"3"	18	1595911	1.1 (Unreliable)
	"Idaho"	"16"	"2013"	"2013"	"Suicide"	"2"	200	1612011	12.4
	"Idaho"	"16"	"2013"	"2013"	"Homicide"	"3"	14	1612011	0.9 (Unreliable)
	"Idaho"	"16"	"2014"	"2014"	"Suicide"	"2"	182	1633532	11.1
	"Idaho"	"16"	"2014"	"2014"	"Homicide"	"3"	21	1633532	1.3
	"Idaho"	"16"	"2015"	"2015"	"Suicide"	"2"	215	1652828	13.0
	"Idaho"	"16"	"2015"	"2015"	"Homicide"	"3"	22	1652828	1.3
	"Idaho"	"16"	"2016"	"2016"	"Suicide"	"2"	215	1683140	12.8
	"Idaho"	"16"	"2016"	"2016"	"Homicide"	"3"	15	1683140	0.9 (Unreliable)
	"Illinois"	"17"	"1999"	"1999"	"Unintentional"	"1"	22	12359020	0.2
	"Illinois"	"17"	"1999"	"1999"	"Suicide"	"2"	481	12359020	3.9
	"Illinois"	"17"	"1999"	"1999"	"Homicide"	"3"	689	12359020	5.6
	"Illinois"	"17"	"1999"	"1999"	"Undetermined "	"4"	12	12359020	0.1 (Unreliable)
	"Illinois"	"17"	"2000"	"2000"	"Unintentional"	"1"	12	12419293	0.1 (Unreliable)
	"Illinois"	"17"	"2000"	"2000"	"Suicide"	"2"	431	12419293	3.5
	"Illinois"	"17"	"2000"	"2000"	"Homicide"	"3"	674	12419293	5.4
